year,country_of_birth,visa_subclass,visa_category,settlement_state,processing_days
2017,India,485 Temp Graduate,Temporary,NSW,532
2022,China,143 Parent,Family,ACT,170
2019,NZ,500 Student,Student,VIC,293
2024,China,820 Partner Temp,Family,QLD,618
2015,Philippines,485 Temp Graduate,Temporary,VIC,335
2016,India,500 Student,Student,QLD,304
2022,Sri Lanka,482 Temp Skill,Temporary,QLD,385
2017,Pakistan,801 Partner Perm,Family,ACT,440
2015,Indonesia,190 Skilled Nom,Skilled,SA,376
2020,India,189 Skilled Indep,Skilled,NSW,48
2023,Pakistan,189 Skilled Indep,Skilled,NSW,199
2019,India,485 Temp Graduate,Temporary,WA,267
2020,Pakistan,820 Partner Temp,Family,NSW,414
2015,Vietnam,485 Temp Graduate,Temporary,QLD,83
2022,Nepal,500 Student,Student,VIC,698
2024,South Korea,485 Temp Graduate,Temporary,SA,665
2015,India,500 Student,Student,VIC,85
2016,Malaysia,801 Partner Perm,Family,VIC,246
2016,India,801 Partner Perm,Family,NSW,680
2023,Philippines,400 Temp Work,Temporary,NSW,478
2024,Pakistan,143 Parent,Family,VIC,158
2024,India,485 Temp Graduate,Temporary,NSW,204
2017,Germany,485 Temp Graduate,Temporary,NSW,503
2018,Nepal,491 Skilled Regional,Skilled,SA,351
2022,Germany,485 Temp Graduate,Temporary,VIC,404
2017,Bangladesh,482 Temp Skill,Temporary,VIC,68
2023,China,485 Temp Graduate,Temporary,NSW,73
2018,Pakistan,482 Temp Skill,Temporary,VIC,399
2017,China,500 Student,Student,WA,181
2016,Sri Lanka,190 Skilled Nom,Skilled,ACT,535
2024,China,190 Skilled Nom,Skilled,SA,583
2016,Pakistan,200 Refugee,Humanitarian,NSW,344
2024,Nepal,485 Temp Graduate,Temporary,VIC,616
2016,Nepal,485 Temp Graduate,Temporary,NSW,427
2023,NZ,500 Student,Student,NSW,53
2018,Philippines,202 Global Special,Humanitarian,VIC,135
2024,Philippines,500 Student,Student,NSW,111
2024,India,482 Temp Skill,Temporary,VIC,695
2024,Vietnam,500 Student,Student,NSW,179
2017,China,500 Student,Student,NSW,129
2015,Sri Lanka,189 Skilled Indep,Skilled,SA,96
2024,India,500 Student,Student,NSW,567
2021,Nepal,200 Refugee,Humanitarian,WA,655
2017,South Korea,500 Student,Student,NSW,706
2019,NZ,482 Temp Skill,Temporary,VIC,460
2023,Nepal,500 Student,Student,SA,159
2015,India,500 Student,Student,VIC,461
2021,Pakistan,190 Skilled Nom,Skilled,NSW,261
2015,NZ,820 Partner Temp,Family,VIC,694
2018,India,491 Skilled Regional,Skilled,QLD,318
2021,India,500 Student,Student,QLD,128
2018,China,202 Global Special,Humanitarian,NSW,407
2022,Sri Lanka,820 Partner Temp,Family,VIC,438
2019,Philippines,485 Temp Graduate,Temporary,NSW,586
2020,China,485 Temp Graduate,Temporary,NSW,521
2018,UK,500 Student,Student,VIC,584
2019,Philippines,189 Skilled Indep,Skilled,QLD,203
2018,Malaysia,200 Refugee,Humanitarian,NSW,354
2017,Nepal,500 Student,Student,NSW,69
2016,Nepal,143 Parent,Family,QLD,646
2022,Vietnam,500 Student,Student,VIC,94
2017,Philippines,482 Temp Skill,Temporary,VIC,93
2015,Philippines,190 Skilled Nom,Skilled,VIC,93
2024,Vietnam,820 Partner Temp,Family,QLD,485
2016,Sri Lanka,801 Partner Perm,Family,NSW,74
2016,Pakistan,202 Global Special,Humanitarian,WA,95
2021,India,500 Student,Student,NSW,474
2018,Pakistan,189 Skilled Indep,Skilled,VIC,417
2022,Germany,482 Temp Skill,Temporary,NSW,605
2021,India,143 Parent,Family,QLD,476
2021,Malaysia,200 Refugee,Humanitarian,VIC,104
2021,UK,189 Skilled Indep,Skilled,VIC,197
2016,China,500 Student,Student,QLD,466
2022,UK,143 Parent,Family,VIC,639
2018,India,500 Student,Student,WA,487
2022,China,485 Temp Graduate,Temporary,NSW,620
2020,China,485 Temp Graduate,Temporary,VIC,219
2016,China,500 Student,Student,VIC,434
2017,Sri Lanka,189 Skilled Indep,Skilled,SA,149
2018,Philippines,482 Temp Skill,Temporary,VIC,406
2015,China,485 Temp Graduate,Temporary,NSW,140
2020,India,820 Partner Temp,Family,NSW,229
2015,Philippines,189 Skilled Indep,Skilled,NSW,109
2020,Malaysia,485 Temp Graduate,Temporary,NSW,596
2024,Sri Lanka,485 Temp Graduate,Temporary,SA,606
2023,Sri Lanka,485 Temp Graduate,Temporary,NSW,311
2021,Germany,500 Student,Student,NSW,449
2015,Vietnam,143 Parent,Family,NSW,554
2018,Nepal,500 Student,Student,VIC,153
2018,Vietnam,485 Temp Graduate,Temporary,NSW,441
2017,China,500 Student,Student,VIC,503
2023,Germany,820 Partner Temp,Family,QLD,169
2018,India,190 Skilled Nom,Skilled,NSW,86
2017,NZ,190 Skilled Nom,Skilled,QLD,184
2022,India,485 Temp Graduate,Temporary,QLD,560
2016,India,500 Student,Student,NSW,148
2022,Philippines,491 Skilled Regional,Skilled,VIC,306
2018,China,485 Temp Graduate,Temporary,VIC,64
2021,Philippines,500 Student,Student,VIC,152
2018,Nepal,485 Temp Graduate,Temporary,QLD,284
2023,China,485 Temp Graduate,Temporary,NSW,545
2017,Philippines,189 Skilled Indep,Skilled,NSW,402
2023,China,820 Partner Temp,Family,SA,124
2015,India,482 Temp Skill,Temporary,VIC,283
2015,Nepal,500 Student,Student,QLD,400
2024,China,485 Temp Graduate,Temporary,VIC,532
2018,UK,820 Partner Temp,Family,NSW,370
2020,Sri Lanka,200 Refugee,Humanitarian,WA,425
2016,China,482 Temp Skill,Temporary,VIC,574
2024,Philippines,143 Parent,Family,NSW,316
2019,Malaysia,400 Temp Work,Temporary,NSW,606
2022,China,485 Temp Graduate,Temporary,NSW,184
2021,Indonesia,485 Temp Graduate,Temporary,QLD,200
2017,China,400 Temp Work,Temporary,NSW,53
2021,China,485 Temp Graduate,Temporary,NSW,228
2017,Sri Lanka,200 Refugee,Humanitarian,VIC,54
2021,Pakistan,190 Skilled Nom,Skilled,WA,146
2020,India,820 Partner Temp,Family,QLD,190
2015,USA,189 Skilled Indep,Skilled,VIC,90
2018,China,820 Partner Temp,Family,QLD,466
2016,India,801 Partner Perm,Family,NSW,497
2018,Sri Lanka,500 Student,Student,QLD,636
2022,China,500 Student,Student,VIC,421
2015,Germany,200 Refugee,Humanitarian,NSW,641
2017,Nepal,500 Student,Student,QLD,693
2023,Vietnam,485 Temp Graduate,Temporary,VIC,41
2016,China,485 Temp Graduate,Temporary,VIC,470
2017,India,400 Temp Work,Temporary,WA,403
2018,Bangladesh,189 Skilled Indep,Skilled,VIC,666
2022,India,820 Partner Temp,Family,QLD,595
2024,Bangladesh,491 Skilled Regional,Skilled,QLD,229
2019,India,500 Student,Student,SA,609
2021,USA,482 Temp Skill,Temporary,QLD,715
2024,Bangladesh,190 Skilled Nom,Skilled,NSW,245
2022,UK,820 Partner Temp,Family,VIC,695
2018,India,820 Partner Temp,Family,WA,32
2022,China,482 Temp Skill,Temporary,NSW,626
2018,Vietnam,143 Parent,Family,NSW,164
2016,Malaysia,485 Temp Graduate,Temporary,VIC,593
2017,India,485 Temp Graduate,Temporary,ACT,243
2018,Indonesia,200 Refugee,Humanitarian,QLD,728
2020,UK,801 Partner Perm,Family,WA,110
2017,UK,189 Skilled Indep,Skilled,VIC,447
2022,Philippines,485 Temp Graduate,Temporary,VIC,709
2018,Philippines,482 Temp Skill,Temporary,VIC,589
2024,China,485 Temp Graduate,Temporary,ACT,265
2024,South Korea,189 Skilled Indep,Skilled,SA,213
2023,Indonesia,485 Temp Graduate,Temporary,NSW,533
2024,NZ,485 Temp Graduate,Temporary,VIC,584
2017,Indonesia,482 Temp Skill,Temporary,VIC,174
2016,Vietnam,482 Temp Skill,Temporary,VIC,39
2018,NZ,820 Partner Temp,Family,NSW,156
2021,China,801 Partner Perm,Family,VIC,721
2017,China,801 Partner Perm,Family,ACT,509
2022,Germany,500 Student,Student,NSW,285
2021,India,400 Temp Work,Temporary,QLD,652
2016,NZ,202 Global Special,Humanitarian,QLD,600
2016,India,485 Temp Graduate,Temporary,QLD,532
2020,China,189 Skilled Indep,Skilled,VIC,512
2023,India,500 Student,Student,WA,222
2016,UK,500 Student,Student,WA,329
2022,Pakistan,491 Skilled Regional,Skilled,QLD,200
2020,Vietnam,491 Skilled Regional,Skilled,QLD,617
2024,Malaysia,485 Temp Graduate,Temporary,NSW,582
2022,Philippines,190 Skilled Nom,Skilled,WA,54
2015,Germany,820 Partner Temp,Family,NSW,392
2024,Vietnam,482 Temp Skill,Temporary,NSW,602
2020,South Korea,400 Temp Work,Temporary,VIC,561
2024,India,400 Temp Work,Temporary,NSW,531
2018,Malaysia,482 Temp Skill,Temporary,QLD,485
2015,UK,500 Student,Student,NSW,558
2024,China,820 Partner Temp,Family,NSW,365
2017,Pakistan,200 Refugee,Humanitarian,SA,510
2017,UK,485 Temp Graduate,Temporary,SA,146
2023,Sri Lanka,190 Skilled Nom,Skilled,WA,724
2024,Pakistan,482 Temp Skill,Temporary,QLD,491
2022,Nepal,202 Global Special,Humanitarian,VIC,453
2023,UK,485 Temp Graduate,Temporary,VIC,293
2021,China,190 Skilled Nom,Skilled,ACT,333
2020,Philippines,202 Global Special,Humanitarian,NSW,171
2017,India,500 Student,Student,VIC,403
2017,India,200 Refugee,Humanitarian,WA,555
2023,USA,482 Temp Skill,Temporary,QLD,539
2022,Sri Lanka,189 Skilled Indep,Skilled,NSW,109
2018,Sri Lanka,189 Skilled Indep,Skilled,NSW,165
2016,South Korea,143 Parent,Family,NSW,723
2016,Malaysia,500 Student,Student,NSW,153
2017,Malaysia,190 Skilled Nom,Skilled,NSW,227
2016,India,500 Student,Student,TAS,533
2018,China,485 Temp Graduate,Temporary,QLD,684
2015,Pakistan,485 Temp Graduate,Temporary,VIC,143
2024,Malaysia,189 Skilled Indep,Skilled,VIC,208
2024,India,190 Skilled Nom,Skilled,ACT,638
2018,China,500 Student,Student,VIC,516
2018,Vietnam,143 Parent,Family,QLD,56
2017,Bangladesh,482 Temp Skill,Temporary,ACT,167
2016,India,801 Partner Perm,Family,NSW,619
2023,UK,189 Skilled Indep,Skilled,NSW,200
2017,China,500 Student,Student,QLD,120
2024,India,485 Temp Graduate,Temporary,VIC,308
2019,Philippines,500 Student,Student,VIC,196
2018,China,482 Temp Skill,Temporary,VIC,610
2020,China,482 Temp Skill,Temporary,QLD,250
2022,Pakistan,801 Partner Perm,Family,WA,367
2021,India,485 Temp Graduate,Temporary,NSW,338
2017,India,500 Student,Student,WA,236
2023,India,500 Student,Student,VIC,121
2021,South Korea,500 Student,Student,VIC,541
2016,Pakistan,801 Partner Perm,Family,QLD,710
2022,Indonesia,500 Student,Student,WA,720
2015,South Korea,500 Student,Student,WA,141
2018,Nepal,500 Student,Student,VIC,407
2018,Pakistan,500 Student,Student,VIC,238
2015,Nepal,482 Temp Skill,Temporary,VIC,719
2018,Philippines,491 Skilled Regional,Skilled,WA,210
2023,Malaysia,500 Student,Student,WA,203
2021,UK,801 Partner Perm,Family,WA,586
2017,Pakistan,189 Skilled Indep,Skilled,QLD,63
2016,Malaysia,200 Refugee,Humanitarian,NSW,215
2022,Sri Lanka,820 Partner Temp,Family,NSW,246
2018,Vietnam,485 Temp Graduate,Temporary,NSW,292
2016,Philippines,143 Parent,Family,VIC,396
2024,Pakistan,801 Partner Perm,Family,VIC,616
2016,Philippines,200 Refugee,Humanitarian,VIC,658
2023,India,190 Skilled Nom,Skilled,QLD,226
2021,Philippines,190 Skilled Nom,Skilled,VIC,40
2015,Nepal,485 Temp Graduate,Temporary,WA,188
2018,India,491 Skilled Regional,Skilled,QLD,112
2023,Sri Lanka,190 Skilled Nom,Skilled,VIC,99
2021,India,485 Temp Graduate,Temporary,QLD,639
2016,Philippines,500 Student,Student,QLD,633
2017,Germany,485 Temp Graduate,Temporary,QLD,47
2019,Philippines,482 Temp Skill,Temporary,QLD,30
2015,Sri Lanka,500 Student,Student,VIC,115
2017,China,500 Student,Student,VIC,659
2021,Philippines,482 Temp Skill,Temporary,SA,318
2015,UK,801 Partner Perm,Family,NSW,180
2022,China,200 Refugee,Humanitarian,WA,41
2020,Sri Lanka,482 Temp Skill,Temporary,WA,31
2023,UK,190 Skilled Nom,Skilled,WA,71
2022,China,485 Temp Graduate,Temporary,QLD,570
2019,China,189 Skilled Indep,Skilled,NSW,170
2015,UK,500 Student,Student,QLD,162
2017,Sri Lanka,500 Student,Student,VIC,119
2017,Pakistan,143 Parent,Family,QLD,146
2021,China,190 Skilled Nom,Skilled,NSW,666
2020,Philippines,143 Parent,Family,WA,59
2017,Bangladesh,202 Global Special,Humanitarian,VIC,399
2015,Pakistan,482 Temp Skill,Temporary,SA,534
2022,Germany,482 Temp Skill,Temporary,NSW,593
2023,Nepal,500 Student,Student,NSW,665
2023,Sri Lanka,500 Student,Student,NSW,279
2022,India,500 Student,Student,QLD,584
2016,South Korea,200 Refugee,Humanitarian,WA,656
2016,India,485 Temp Graduate,Temporary,SA,525
2022,Philippines,500 Student,Student,VIC,686
2021,Indonesia,500 Student,Student,QLD,508
2017,China,485 Temp Graduate,Temporary,NSW,653
2020,Philippines,820 Partner Temp,Family,NSW,376
2024,Philippines,485 Temp Graduate,Temporary,NSW,412
2016,China,143 Parent,Family,QLD,576
2021,USA,482 Temp Skill,Temporary,NSW,121
2024,Vietnam,482 Temp Skill,Temporary,VIC,66
2018,India,801 Partner Perm,Family,VIC,59
2024,Philippines,491 Skilled Regional,Skilled,VIC,491
2017,Germany,143 Parent,Family,NSW,528
2017,India,190 Skilled Nom,Skilled,VIC,164
2015,India,202 Global Special,Humanitarian,ACT,679
2017,Nepal,500 Student,Student,QLD,185
2019,India,500 Student,Student,VIC,371
2019,China,485 Temp Graduate,Temporary,NSW,690
2023,Germany,200 Refugee,Humanitarian,NSW,540
2017,Vietnam,500 Student,Student,VIC,371
2016,Indonesia,801 Partner Perm,Family,VIC,394
2019,Philippines,485 Temp Graduate,Temporary,QLD,621
2020,China,482 Temp Skill,Temporary,TAS,122
2015,Philippines,500 Student,Student,VIC,193
2022,China,500 Student,Student,VIC,573
2023,China,400 Temp Work,Temporary,QLD,617
2018,Malaysia,190 Skilled Nom,Skilled,NSW,652
2021,Nepal,190 Skilled Nom,Skilled,NSW,132
2023,Nepal,482 Temp Skill,Temporary,SA,405
2022,Philippines,485 Temp Graduate,Temporary,WA,638
2021,Pakistan,200 Refugee,Humanitarian,NSW,226
2016,Philippines,482 Temp Skill,Temporary,NSW,224
2017,Sri Lanka,491 Skilled Regional,Skilled,WA,320
2018,India,500 Student,Student,WA,430
2021,Philippines,482 Temp Skill,Temporary,NSW,513
2017,Vietnam,485 Temp Graduate,Temporary,QLD,363
2015,China,485 Temp Graduate,Temporary,QLD,550
2024,India,485 Temp Graduate,Temporary,VIC,405
2023,Germany,491 Skilled Regional,Skilled,NSW,231
2021,Sri Lanka,485 Temp Graduate,Temporary,VIC,668
2022,Vietnam,801 Partner Perm,Family,NSW,273
2023,India,485 Temp Graduate,Temporary,NSW,296
2023,India,801 Partner Perm,Family,QLD,517
2016,Pakistan,482 Temp Skill,Temporary,QLD,529
2017,India,491 Skilled Regional,Skilled,VIC,567
2024,Pakistan,820 Partner Temp,Family,VIC,111
2019,Sri Lanka,482 Temp Skill,Temporary,NSW,560
2016,Philippines,485 Temp Graduate,Temporary,NSW,599
2022,Pakistan,200 Refugee,Humanitarian,VIC,490
2019,China,500 Student,Student,NSW,396
2017,China,190 Skilled Nom,Skilled,VIC,432
2018,India,820 Partner Temp,Family,QLD,114
2022,Pakistan,485 Temp Graduate,Temporary,VIC,561
2017,India,400 Temp Work,Temporary,NSW,260
2023,Malaysia,500 Student,Student,QLD,72
2016,India,491 Skilled Regional,Skilled,VIC,639
2022,India,485 Temp Graduate,Temporary,SA,373
2017,UK,500 Student,Student,WA,435
2024,China,801 Partner Perm,Family,NSW,196
2015,Nepal,500 Student,Student,NSW,517
2016,India,189 Skilled Indep,Skilled,NSW,367
2015,Indonesia,820 Partner Temp,Family,NSW,262
2023,India,485 Temp Graduate,Temporary,NSW,274
2018,India,189 Skilled Indep,Skilled,NSW,241
2019,South Korea,482 Temp Skill,Temporary,NSW,195
2017,USA,485 Temp Graduate,Temporary,VIC,212
2018,China,400 Temp Work,Temporary,WA,686
2023,China,500 Student,Student,QLD,538
2022,Malaysia,202 Global Special,Humanitarian,VIC,142
2018,China,485 Temp Graduate,Temporary,QLD,596
2015,Pakistan,202 Global Special,Humanitarian,NSW,272
2016,India,143 Parent,Family,VIC,599
2018,NZ,820 Partner Temp,Family,QLD,624
2017,Philippines,485 Temp Graduate,Temporary,QLD,394
2021,Philippines,200 Refugee,Humanitarian,NSW,547
2021,Philippines,485 Temp Graduate,Temporary,WA,628
2016,China,189 Skilled Indep,Skilled,WA,190
2019,Philippines,482 Temp Skill,Temporary,SA,288
2022,USA,482 Temp Skill,Temporary,QLD,707
2015,Vietnam,200 Refugee,Humanitarian,NSW,642
2018,China,500 Student,Student,VIC,177
2017,China,500 Student,Student,WA,686
2023,USA,190 Skilled Nom,Skilled,WA,145
2019,Sri Lanka,400 Temp Work,Temporary,VIC,141
2022,Germany,485 Temp Graduate,Temporary,NSW,55
2022,Sri Lanka,190 Skilled Nom,Skilled,NSW,52
2023,Malaysia,485 Temp Graduate,Temporary,SA,304
2017,China,485 Temp Graduate,Temporary,WA,656
2022,Pakistan,500 Student,Student,VIC,156
2022,India,820 Partner Temp,Family,NSW,292
2015,Sri Lanka,485 Temp Graduate,Temporary,NSW,469
2019,Sri Lanka,500 Student,Student,VIC,526
2021,China,820 Partner Temp,Family,VIC,455
2021,China,482 Temp Skill,Temporary,QLD,657
2023,India,400 Temp Work,Temporary,QLD,495
2017,China,491 Skilled Regional,Skilled,QLD,263
2022,Nepal,143 Parent,Family,WA,151
2021,India,500 Student,Student,NSW,684
2020,Germany,485 Temp Graduate,Temporary,VIC,702
2022,UK,485 Temp Graduate,Temporary,QLD,107
2018,India,485 Temp Graduate,Temporary,NSW,557
2022,Pakistan,143 Parent,Family,NSW,140
2019,Nepal,500 Student,Student,NSW,577
2018,India,491 Skilled Regional,Skilled,WA,715
2017,Nepal,143 Parent,Family,QLD,278
2021,Philippines,485 Temp Graduate,Temporary,WA,192
2023,India,482 Temp Skill,Temporary,SA,598
2017,Philippines,190 Skilled Nom,Skilled,WA,337
2023,Philippines,491 Skilled Regional,Skilled,NSW,372
2015,Malaysia,500 Student,Student,QLD,539
2024,Bangladesh,190 Skilled Nom,Skilled,VIC,281
2019,Germany,500 Student,Student,SA,563
2018,Pakistan,485 Temp Graduate,Temporary,NSW,696
2023,Philippines,500 Student,Student,QLD,211
2016,Pakistan,485 Temp Graduate,Temporary,VIC,86
2015,India,400 Temp Work,Temporary,VIC,43
2023,China,200 Refugee,Humanitarian,TAS,206
2017,USA,190 Skilled Nom,Skilled,WA,697
2018,India,190 Skilled Nom,Skilled,VIC,263
2023,India,482 Temp Skill,Temporary,QLD,87
2021,India,485 Temp Graduate,Temporary,VIC,430
2022,South Korea,190 Skilled Nom,Skilled,NSW,132
2024,Nepal,190 Skilled Nom,Skilled,QLD,283
2017,USA,143 Parent,Family,ACT,528
2019,Malaysia,820 Partner Temp,Family,VIC,309
2015,Nepal,189 Skilled Indep,Skilled,SA,84
2023,Nepal,485 Temp Graduate,Temporary,SA,153
2023,India,189 Skilled Indep,Skilled,QLD,317
2022,South Korea,189 Skilled Indep,Skilled,WA,690
2017,Sri Lanka,482 Temp Skill,Temporary,VIC,54
2022,India,482 Temp Skill,Temporary,SA,692
2020,UK,485 Temp Graduate,Temporary,NSW,456
2019,India,190 Skilled Nom,Skilled,NSW,323
2019,China,189 Skilled Indep,Skilled,VIC,292
2015,China,500 Student,Student,NSW,117
2016,Pakistan,500 Student,Student,VIC,217
2015,India,500 Student,Student,NSW,630
2022,India,820 Partner Temp,Family,NSW,228
2023,China,482 Temp Skill,Temporary,NSW,538
2016,Pakistan,820 Partner Temp,Family,VIC,521
2023,UK,189 Skilled Indep,Skilled,QLD,197
2017,China,500 Student,Student,VIC,428
2016,India,820 Partner Temp,Family,NSW,292
2018,Nepal,190 Skilled Nom,Skilled,VIC,605
2023,India,500 Student,Student,QLD,203
2015,Philippines,801 Partner Perm,Family,QLD,149
2016,Pakistan,482 Temp Skill,Temporary,WA,247
2023,NZ,485 Temp Graduate,Temporary,VIC,661
2015,Vietnam,491 Skilled Regional,Skilled,VIC,173
2023,India,500 Student,Student,WA,517
2023,India,485 Temp Graduate,Temporary,VIC,625
2021,Malaysia,200 Refugee,Humanitarian,WA,164
2018,Sri Lanka,500 Student,Student,NSW,503
2021,Bangladesh,801 Partner Perm,Family,NSW,192
2022,Nepal,500 Student,Student,VIC,679
2016,India,190 Skilled Nom,Skilled,QLD,677
2015,China,801 Partner Perm,Family,NSW,660
2018,Germany,400 Temp Work,Temporary,NSW,131
2021,Malaysia,189 Skilled Indep,Skilled,QLD,426
2024,Sri Lanka,482 Temp Skill,Temporary,QLD,55
2023,Sri Lanka,820 Partner Temp,Family,VIC,691
2022,China,202 Global Special,Humanitarian,QLD,285
2023,Philippines,200 Refugee,Humanitarian,NSW,325
2018,China,500 Student,Student,WA,477
2023,Nepal,143 Parent,Family,SA,335
2022,India,485 Temp Graduate,Temporary,NSW,53
2018,South Korea,190 Skilled Nom,Skilled,NSW,208
2021,India,189 Skilled Indep,Skilled,VIC,233
2018,UK,202 Global Special,Humanitarian,QLD,568
2018,Nepal,190 Skilled Nom,Skilled,SA,178
2024,Bangladesh,500 Student,Student,ACT,628
2022,China,485 Temp Graduate,Temporary,VIC,423
2021,China,500 Student,Student,NSW,691
2023,India,189 Skilled Indep,Skilled,NSW,227
2024,China,482 Temp Skill,Temporary,NSW,241
2016,India,485 Temp Graduate,Temporary,NSW,721
2016,Philippines,143 Parent,Family,NSW,489
2024,NZ,143 Parent,Family,WA,153
2016,India,485 Temp Graduate,Temporary,VIC,648
2018,Pakistan,485 Temp Graduate,Temporary,SA,496
2020,India,485 Temp Graduate,Temporary,VIC,255
2017,India,500 Student,Student,QLD,205
2024,South Korea,190 Skilled Nom,Skilled,VIC,96
2019,South Korea,143 Parent,Family,VIC,684
2021,NZ,482 Temp Skill,Temporary,NSW,514
2023,Pakistan,485 Temp Graduate,Temporary,ACT,143
2018,India,820 Partner Temp,Family,WA,116
2022,Nepal,801 Partner Perm,Family,VIC,244
2024,South Korea,500 Student,Student,VIC,322
2022,NZ,820 Partner Temp,Family,VIC,702
2021,Philippines,482 Temp Skill,Temporary,WA,105
2022,Sri Lanka,202 Global Special,Humanitarian,VIC,427
2015,South Korea,485 Temp Graduate,Temporary,ACT,153
2024,Nepal,143 Parent,Family,SA,621
2021,Pakistan,500 Student,Student,NSW,234
2015,Nepal,485 Temp Graduate,Temporary,SA,37
2019,Nepal,202 Global Special,Humanitarian,NSW,60
2021,UK,482 Temp Skill,Temporary,QLD,338
2017,Vietnam,200 Refugee,Humanitarian,VIC,633
2016,Sri Lanka,500 Student,Student,SA,616
2022,India,485 Temp Graduate,Temporary,NSW,227
2024,China,801 Partner Perm,Family,VIC,164
2019,UK,400 Temp Work,Temporary,NSW,150
2022,Sri Lanka,482 Temp Skill,Temporary,QLD,121
2017,South Korea,485 Temp Graduate,Temporary,VIC,197
2023,USA,500 Student,Student,WA,228
2024,India,400 Temp Work,Temporary,VIC,214
2021,China,801 Partner Perm,Family,VIC,156
2019,China,143 Parent,Family,WA,486
2016,China,820 Partner Temp,Family,WA,500
2023,UK,500 Student,Student,NSW,90
